Frame#,Time,C7_X,C7_Y,C7_Z,LANK_X,LANK_Y,LANK_Z,LASI_X,LASI_Y,LASI_Z,LELB_X,LELB_Y,LELB_Z,LFIN_X,LFIN_Y,LFIN_Z,LHEE_X,LHEE_Y,LHEE_Z,LKNE_X,LKNE_Y,LKNE_Z,LPSI_X,LPSI_Y,LPSI_Z,LSHO_X,LSHO_Y,LSHO_Z,LTOE_X,LTOE_Y,LTOE_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,RANK_X,RANK_Y,RANK_Z,RELB_X,RELB_Y,RELB_Z,RFIN_X,RFIN_Y,RFIN_Z,RHEE_X,RHEE_Y,RHEE_Z,RKNE_X,RKNE_Y,RKNE_Z,RPSI_X,RPSI_Y,RPSI_Z,RSHO_X,RSHO_Y,RSHO_Z,RTOE_X,RTOE_Y,RTOE_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,STRN_X,STRN_Y,STRN_Z
229,2.27532,-0.215067,0.885818,0.00836585,-0.216592,0.0955318,0.221242,-0.0968157,0.472916,0.183367,-0.534201,0.612606,0.270288,-0.612719,0.779359,0.0519078,-0.145665,0.0623795,0.164556,-0.433563,0.41437,0.294236,0.0239016,0.486692,0.0598921,-0.309371,0.862391,0.181519,-0.382957,0.0688073,0.189149,-0.580323,0.691934,0.0449609,-0.648929,0.697444,0.0713562,-0.209814,0.0999082,-0.192098,-0.491774,0.600688,-0.269629,-0.617814,0.783171,-0.0694259,-0.150851,0.058549,-0.113773,-0.39902,0.425204,-0.276802,0.023882,0.483132,0.00607636,-0.315804,0.85229,-0.157143,-0.372395,0.06439,-0.190213,-0.57041,0.695204,-0.0601306,-0.639158,0.69411,-0.085352,-0.357717,0.613793,0.019895
230,2.2853,-0.215089,0.886019,0.00854606,-0.216554,0.0955433,0.221283,-0.0965802,0.472993,0.183166,-0.53428,0.612877,0.27037,-0.612661,0.779661,0.0519434,-0.145663,0.0623587,0.164568,-0.433467,0.41439,0.294741,0.0239486,0.486949,0.0598766,-0.309418,0.862631,0.181655,-0.382931,0.0688833,0.189195,-0.580279,0.692241,0.0449894,-0.648889,0.69775,0.0713838,-0.209826,0.0999309,-0.192058,-0.491768,0.601104,-0.269682,-0.617764,0.7835,-0.0695314,-0.15081,0.0585687,-0.11377,-0.399293,0.425252,-0.276301,0.0239736,0.483401,0.00604681,-0.31579,0.852529,-0.156973,-0.372409,0.0644018,-0.190165,-0.570413,0.695532,-0.0601096,-0.639152,0.694449,-0.0853495,-0.357674,0.614024,0.0200976
231,2.29528,-0.215104,0.886202,0.00872212,-0.216511,0.0955332,0.221314,-0.0963735,0.473144,0.183078,-0.534362,0.61318,0.270456,-0.612589,0.780001,0.0519753,-0.145646,0.062345,0.164573,-0.433282,0.414432,0.295068,0.0240307,0.487198,0.0598297,-0.309432,0.862851,0.181788,-0.382898,0.0689366,0.189226,-0.580261,0.692629,0.0450617,-0.648873,0.698138,0.0714551,-0.209823,0.099957,-0.192024,-0.491711,0.601508,-0.269656,-0.617698,0.783874,-0.0696386,-0.150788,0.0585722,-0.113763,-0.399572,0.425292,-0.275762,0.0240662,0.483654,0.00598233,-0.315787,0.852758,-0.1568,-0.372417,0.0643969,-0.190104,-0.570386,0.695867,-0.0600591,-0.639117,0.694795,-0.0853176,-0.357634,0.61425,0.0203026
232,2.30526,-0.215097,0.88637,0.00886989,-0.21647,0.0955047,0.221339,-0.096175,0.473328,0.183077,-0.534461,0.613511,0.270542,-0.612504,0.780366,0.0519929,-0.145619,0.0623245,0.164585,-0.432996,0.414502,0.295232,0.0241482,0.487451,0.059758,-0.309428,0.863053,0.181916,-0.382865,0.0689893,0.189253,-0.580279,0.693067,0.0451786,-0.648893,0.698575,0.0715712,-0.209832,0.09999,-0.191968,-0.491603,0.601887,-0.269574,-0.61752,0.784198,-0.0695485,-0.150778,0.0585789,-0.113756,-0.399864,0.425352,-0.275242,0.0241524,0.48389,0.00587802,-0.31579,0.852976,-0.156622,-0.372438,0.0643764,-0.190043,-0.57038,0.696224,-0.0599925,-0.639102,0.695162,-0.0852695,-0.35759,0.614468,0.0205007
233,2.31524,-0.215089,0.886529,0.00899443,-0.216437,0.0954867,0.221342,-0.0959558,0.473508,0.183093,-0.534582,0.613863,0.270637,-0.612431,0.780768,0.0520318,-0.145606,0.0622917,0.164581,-0.432696,0.414618,0.295296,0.0242595,0.487702,0.0596874,-0.309397,0.863235,0.182029,-0.382832,0.0690283,0.18927,-0.580352,0.693537,0.0453382,-0.648969,0.699043,0.0717299,-0.209879,0.10001,-0.191902,-0.491669,0.602224,-0.269559,-0.617356,0.784545,-0.0694551,-0.150776,0.0585934,-0.113751,-0.400138,0.425418,-0.274791,0.0242433,0.484127,0.00577129,-0.315802,0.853167,-0.156451,-0.372474,0.0643367,-0.189988,-0.57039,0.696604,-0.0599096,-0.639103,0.695552,-0.0852051,-0.357532,0.614641,0.0206655
234,2.32522,-0.215088,0.886678,0.0091107,-0.2164,0.0954715,0.221323,-0.0956843,0.473711,0.183127,-0.534713,0.614213,0.270741,-0.612367,0.7812,0.0521272,-0.145594,0.0622464,0.164568,-0.432425,0.414771,0.295269,0.0243998,0.487956,0.0596222,-0.309361,0.863407,0.182129,-0.382799,0.0690558,0.189275,-0.580397,0.694012,0.0454696,-0.649016,0.699518,0.0718604,-0.209939,0.100003,-0.191835,-0.4919,0.602525,-0.26959,-0.617247,0.784928,-0.0693988,-0.15078,0.0586021,-0.113746,-0.400361,0.425467,-0.274418,0.0243368,0.484358,0.00568426,-0.315823,0.85332,-0.15629,-0.372514,0.0642868,-0.189952,-0.570382,0.69699,-0.059817,-0.639087,0.695948,-0.0851311,-0.357452,0.61477,0.0208063
235,2.3352,-0.215107,0.886826,0.00921834,-0.216359,0.0954518,0.221298,-0.0953717,0.473958,0.18319,-0.534849,0.614544,0.270849,-0.612285,0.781632,0.0522632,-0.145582,0.0622018,0.164558,-0.43219,0.414907,0.29516,0.0245689,0.488209,0.0595517,-0.309348,0.863571,0.182223,-0.382761,0.0690867,0.189278,-0.580409,0.694467,0.0455731,-0.649031,0.699972,0.071963,-0.20999,0.0999959,-0.191779,-0.492087,0.602798,-0.269578,-0.617215,0.785357,-0.0693531,-0.150788,0.0586085,-0.113728,-0.400541,0.42551,-0.274096,0.0244297,0.484583,0.00560659,-0.315843,0.853426,-0.15615,-0.37254,0.0642438,-0.189935,-0.570345,0.697389,-0.0597128,-0.639041,0.696358,-0.0850454,-0.357373,0.614865,0.0209256
236,2.34517,-0.215127,0.886995,0.0093165,-0.216321,0.0954335,0.221285,-0.0950457,0.474237,0.183254,-0.534986,0.614863,0.270958,-0.612199,0.782048,0.0524085,-0.145562,0.0621733,0.164557,-0.432086,0.415014,0.295009,0.024756,0.488473,0.0594855,-0.309358,0.863744,0.182317,-0.38272,0.0691222,0.18929,-0.580408,0.69489,0.0456644,-0.649032,0.700394,0.0720534,-0.21003,0.0999952,-0.191722,-0.492205,0.603057,-0.269517,-0.617276,0.785848,-0.0693152,-0.150809,0.0586331,-0.113705,-0.400671,0.425544,-0.273833,0.0245167,0.484805,0.00553034,-0.315848,0.853511,-0.156045,-0.372557,0.064206,-0.189935,-0.570371,0.697868,-0.0596002,-0.639059,0.696847,-0.0849514,-0.357292,0.614939,0.0210431
237,2.35515,-0.215136,0.887196,0.00939728,-0.216295,0.0954154,0.221274,-0.0947316,0.474522,0.183283,-0.535105,0.61516,0.271059,-0.612134,0.78243,0.052552,-0.145536,0.0621391,0.164561,-0.432099,0.415101,0.294808,0.0249437,0.488767,0.0594246,-0.309387,0.86395,0.182417,-0.382691,0.0691391,0.189298,-0.580484,0.695303,0.0458161,-0.649111,0.700806,0.0722042,-0.210063,0.0999926,-0.191688,-0.49231,0.603291,-0.269436,-0.617274,0.786325,-0.0691852,-0.150837,0.0586385,-0.113698,-0.400715,0.425559,-0.273629,0.0246214,0.485063,0.00543885,-0.315833,0.853599,-0.155963,-0.37257,0.0641976,-0.189945,-0.570372,0.698314,-0.0594531,-0.639051,0.697304,-0.0848228,-0.357203,0.615007,0.0211506
238,2.36513,-0.215141,0.887448,0.00945454,-0.216278,0.0954093,0.221265,-0.0944432,0.474857,0.183314,-0.53519,0.615435,0.271148,-0.612112,0.782773,0.0526984,-0.145521,0.0621045,0.164568,-0.431913,0.415239,0.294382,0.0251528,0.489132,0.0593413,-0.309421,0.864211,0.182518,-0.382686,0.069137,0.189282,-0.580556,0.695708,0.0459605,-0.649185,0.701211,0.0723477,-0.210077,0.0999879,-0.191679,-0.492426,0.603495,-0.269336,-0.617149,0.786724,-0.0689871,-0.150858,0.0586128,-0.113696,-0.400668,0.42556,-0.273452,0.0247696,0.485382,0.00533667,-0.31581,0.853719,-0.155904,-0.37257,0.0641902,-0.189965,-0.570325,0.698701,-0.0592487,-0.638996,0.697701,-0.0846371,-0.357097,0.615079,0.0212704
