Time,C7_X,C7_Y,C7_Z,LANK_X,LANK_Y,LANK_Z,LASI_X,LASI_Y,LASI_Z,LELB_X,LELB_Y,LELB_Z,LFIN_X,LFIN_Y,LFIN_Z,LHEE_X,LHEE_Y,LHEE_Z,LKNE_X,LKNE_Y,LKNE_Z,LPSI_X,LPSI_Y,LPSI_Z,LSHO_X,LSHO_Y,LSHO_Z,LTOE_X,LTOE_Y,LTOE_Z,LWRA_X,LWRA_Y,LWRA_Z,LWRB_X,LWRB_Y,LWRB_Z,RANK_X,RANK_Y,RANK_Z,RELB_X,RELB_Y,RELB_Z,RFIN_X,RFIN_Y,RFIN_Z,RHEE_X,RHEE_Y,RHEE_Z,RKNE_X,RKNE_Y,RKNE_Z,RPSI_X,RPSI_Y,RPSI_Z,RSHO_X,RSHO_Y,RSHO_Z,RTOE_X,RTOE_Y,RTOE_Z,RWRA_X,RWRA_Y,RWRA_Z,RWRB_X,RWRB_Y,RWRB_Z,STRN_X,STRN_Y,STRN_Z
0.0,1.1505849,1.4862725,0.1327344,1.2685211,0.0910425,0.1861952,1.2755524,0.9822125,0.1165517,1.2343622,1.1369325,-0.106626,1.3646684,0.8064025,-0.106549,1.2061365,0.0472225,0.1987352,1.2881102,0.5275625,0.1325917,1.0844045,1.0168225,0.0895271,1.2804584,1.4433225,0.0301941,1.3881556,0.0591625,0.2567891,1.3375679,0.8968825,-0.1030438,1.3134472,0.8966025,-0.1376831,1.0937478,0.1081525,0.3619055,1.0039702,1.2095025,0.4184959,1.1048093,0.8700025,0.4810315,1.0567273,0.0667025,0.306896,1.1620259,0.5416825,0.3893747,1.0387027,1.0228925,0.1922909,1.1618205,1.4841925,0.2993316,1.2207482,0.0608525,0.4112846,1.0874119,0.9622525,0.4650298,1.0498017,0.9627225,0.4853708,1.2470825,1.4203525,0.1899574
0.00999102,1.1506914367685026,1.4864780052268023,0.13313194182547947,1.268566984153027,0.09137349335558165,0.1860980351462267,1.2746337990327572,0.9828912538238023,0.11619672891559077,1.2349260891975595,1.1371267961243972,-0.10758274252476234,1.3650295186956052,0.8068195796270266,-0.10842835720016943,1.2061725698190153,0.04785558925533442,0.1986944395312019,1.2883862846351894,0.527799713145278,0.13242543720326505,1.0831316724210271,1.0158696186168128,0.0893483620936681,1.2809295678014063,1.4428085210002226,0.030886245293699273,1.3882218973514886,0.058926569340569085,0.2566542045443259,1.3378784681260225,0.8970741920488408,-0.10412141117965351,1.314127104567481,0.8971101545458242,-0.13904948426970845,1.093788372866998,0.10870488283518528,0.36197873219499205,1.0044695727428632,1.2096363916133117,0.4193512537447734,1.1037589232859795,0.8701015750451122,0.481534417893161,1.0566747835624615,0.06756147153768687,0.3069381856834906,1.1627443218015525,0.5418955362735801,0.38961777807361353,1.0376075067318364,1.0218948624122133,0.19226835682189616,1.162686389059668,1.4833048180837716,0.29953407936267384,1.2206040917312844,0.06044319265587346,0.41132186292303957,1.0863411483839185,0.9619405977470336,0.46516020013653603,1.0498410295241314,0.9631469856656241,0.4873807805587932,1.246739959541352,1.4195832125692922,0.1899000230417737
0.019982,1.1506163187317238,1.4865515038354828,0.13321622234606145,1.2685495819970798,0.09122103676231354,0.18597804099882645,1.2749301697958386,0.9832859893732669,0.11627194801755446,1.2356447668398758,1.137236245904552,-0.10742129648525413,1.366329911549022,0.8072406349532549,-0.10833885284026372,1.2062517289899575,0.047679599702159736,0.198725914314642,1.287888608912988,0.5276772809923557,0.13226226984451683,1.0832896587448706,1.01560229868217,0.08902970696708068,1.281039659510275,1.442962481255306,0.03116951376000271,1.3882820156994697,0.05896491249279545,0.25666919827776874,1.3387917888834107,0.8973349551778733,-0.10367178718365208,1.315115731201482,0.8973774389808591,-0.13866639245916673,1.0940434925747344,0.10938114237958911,0.36206761461963005,1.0054420228358374,1.2092583614139785,0.41939810991236914,1.1050549685513769,0.8698561360530331,0.48098591856048956,1.0570068292943928,0.06851130999309327,0.3068364049994195,1.1634175992975426,0.5424198408499125,0.3903605019751534,1.037579771404121,1.0216171786333679,0.19188043862398294,1.1628335140208195,1.4832118539473214,0.2995683202737816,1.220676923124115,0.06047928320366043,0.41153457769689744,1.0872349107884791,0.961487123850825,0.46445754932350114,1.051168112819744,0.962831673009542,0.4874163570238819,1.2465873695332812,1.4195601792079056,0.1899423224159606
0.0299731,1.1505198716596345,1.486480810455323,0.13324977244051456,1.2684927782477209,0.09095371335286845,0.18591940122687606,1.2757104654587923,0.9834614414374795,0.11665241445109907,1.2366776903657626,1.1373717010168367,-0.10688512212763186,1.368105255470851,0.8076328307683962,-0.10761911587685141,1.20629910914334,0.04726541526426069,0.19878196634439718,1.287143260053518,0.5274430350541832,0.13212929459017356,1.0840805929114123,1.015736698762449,0.08872454808720188,1.281018321650358,1.443376327676535,0.03138043074707998,1.3883205711459559,0.05910368451068235,0.2567644303065344,1.3401813736781243,0.897636714656643,-0.10280603033450804,1.316519372358475,0.8976135138986051,-0.13781307539413856,1.0944442508850714,0.11018950825302949,0.3621297404120094,1.0067008546086011,1.2086612788045759,0.4192884512100693,1.106846189800396,0.8693192610045144,0.4804402100414898,1.0575355030223468,0.06960965314965824,0.30663670660758097,1.1644852171158575,0.5430746133124349,0.3915210313166248,1.0379793321376012,1.0216864858263932,0.19140237222988807,1.1626913558750718,1.4834610222369864,0.29963400084821473,1.2208402576083484,0.06072443330895946,0.41178229953920115,1.0887378431282138,0.9609049568662847,0.46387507106129167,1.0527591598417245,0.9621953508211646,0.4869785974800544,1.2466384506192718,1.419838809058489,0.19009786593053504
0.0399641,1.1505447641256012,1.4862686383841266,0.13347646956120873,1.2684285906337367,0.09090730641917316,0.18599847515228482,1.2762959946530228,0.9834823056440306,0.11721268888421082,1.238153992602972,1.1376412010368968,-0.10665603279114069,1.369920950300417,0.8079792138291203,-0.10748545757478527,1.2062570029202404,0.047136067746922895,0.19882110287894408,1.2866214726492062,0.5273233749204425,0.13203622088442987,1.0847623893345975,1.0160083465829999,0.08856434107028548,1.2810704437402443,1.44368445160268,0.03182274420548268,1.3883311590222636,0.05918207179334242,0.2568794991739427,1.341915825394471,0.897963370772958,-0.10253216331539917,1.318416672362861,0.898016137117893,-0.13764962283267387,1.094916819660676,0.11114648243371714,0.3621262178263058,1.0080745042292372,1.208116651747625,0.4196188560833198,1.1074542894104258,0.8685505691182999,0.48085174388292257,1.0580775705782457,0.07092244166995029,0.306379537057712,1.1663276183796265,0.5437029162583584,0.3930265629640494,1.0382104988551517,1.0217588717148154,0.1910770749944432,1.1626587381704212,1.4836331657414488,0.29991180941109363,1.2209673909415522,0.06096100675131404,0.41193367215098275,1.0896126029445203,0.9602101569926093,0.4642696335529813,1.0536884838199518,0.9616269755658576,0.4874403834012769,1.24689495231486,1.4200100092291768,0.19037392051515434
0.0499551,1.1506261067312404,1.486092770045916,0.13392098663776994,1.2684845917241179,0.09103200349956485,0.18619963345079063,1.2766237056039984,0.9834129188659844,0.11782165663637166,1.239846891334234,1.1381197961207221,-0.10669111554686765,1.3716925250251955,0.8084496678314028,-0.10771637165991703,1.2062694078941367,0.04725203182200052,0.19887431189526728,1.2861494978803294,0.5272927204793443,0.13178835569448605,1.0852488469392287,1.0163804352209564,0.08842233930361602,1.2811099635793197,1.4440202420783752,0.032415096502101726,1.3884129197622441,0.05919246921770606,0.25706274396198014,1.3438066890941436,0.8984396963924812,-0.10264639641090541,1.3205619849673036,0.8986491689796384,-0.13793532745840287,1.0953297333320717,0.11236615882924131,0.36205949858195596,1.0095698215785294,1.2076446710557864,0.42033472837917674,1.1072343445986714,0.8676863196120541,0.4820023304818972,1.0585052747573944,0.0726137024277551,0.3060394182624111,1.168631848617767,0.5444285595038864,0.3949110209745008,1.0382003915124685,1.0218318424835888,0.19076753163614116,1.1627741396764464,1.4837020806799446,0.3003592870934355,1.2209285479028251,0.061191262241055304,0.41196426797422564,1.0900093204914092,0.9594559074819593,0.46536541028009626,1.0541840859820182,0.9611646223084858,0.4886679219608963,1.247217944712553,1.4200819823446853,0.19070376880074935
0.0599461,1.150611134026887,1.4861457494468848,0.13446852274699161,1.26874336662505,0.09109611273868808,0.18644170574184302,1.2769769598553244,0.9832837946227617,0.11838359570840819,1.2413656153157202,1.138803342070465,-0.10661190896104418,1.373567131431999,0.8092463568111486,-0.10748019449359643,1.2064930955958493,0.047284569348370054,0.1989752457899404,1.2853191572337104,0.5272002873835407,0.13120254966275088,1.0858241566870088,1.0169215997089351,0.08810269653206688,1.2809158816974726,1.4446934590785985,0.03287263244683673,1.3886436135200146,0.059233691081443704,0.25737206954998787,1.345681722240772,0.8992031459337227,-0.10243137826186567,1.3225968856053665,0.8994604306265063,-0.13782514363625598,1.0955815317687265,0.1139331312456571,0.36195408479444907,1.0112408364399963,1.2071463641040436,0.42105188434157936,1.1074055771188227,0.866873450312245,0.4831334111961069,1.0587921142944325,0.07478371506868906,0.3055736323198185,1.170817186571128,0.5454415945995181,0.3971880104781017,1.038189062420872,1.0220579171776552,0.19021660953691416,1.162900597541557,1.4838346528016,0.3008209922818518,1.2206515719946431,0.061514022658438194,0.4119328141485408,1.090659827426654,0.9587066367606975,0.46637511467660037,1.0549166185276988,0.9606663084791741,0.4897900837843814,1.2474444180519344,1.4202630166941579,0.19098320446515865
0.0699372,1.1505359780175974,1.4862232465869007,0.13501530945751258,1.2688593366441898,0.09114257281833957,0.18662063815153254,1.2774242964003344,0.9829926272220698,0.11895901826721343,1.2425924718958592,1.1394568874155744,-0.10657995712459699,1.3757083721025836,0.8102133139995199,-0.10723995250756833,1.2066116017329434,0.04721054917251723,0.1989807134660025,1.284460396834863,0.5270500832457304,0.1306723731993847,1.0865486781449407,1.017531551705482,0.08780446377581592,1.2804862339486518,1.4454221864501295,0.03309984338549122,1.3887413587452626,0.05943161939849116,0.25762122736644166,1.3475835811183878,0.9000749185715295,-0.102263483622329,1.3245571854834837,0.9002814120017258,-0.13769625729227236,1.0958401661448216,0.11555972506464514,0.36181261767627315,1.0128671263283398,1.2066978674875193,0.42175826001452105,1.1073635748912825,0.8661011612857243,0.48436926401502844,1.0591704318112956,0.07702287676514351,0.3050394843245374,1.1730329455679978,0.5464670838122706,0.39951051363754564,1.0383089754751844,1.0223234146493234,0.18967445563555135,1.163133243627164,1.4839504634960652,0.30126953294691505,1.2203030082394275,0.06184121332007708,0.4119486393856714,1.0910217897368055,0.9579747668908358,0.4674075963358046,1.0553330980400717,0.9601803794463813,0.49089868124908304,1.2476812412829628,1.4204777495351208,0.19115230551179033
0.0799282,1.150499818593032,1.4862030874941043,0.13552106248366197,1.268697793042826,0.09126362765487864,0.18670977870427016,1.2777914098430725,0.9826121917384039,0.11951044938140523,1.2436884411120213,1.1400140506748764,-0.10675082117729709,1.3780600874454392,0.8111960189709388,-0.10738361213020946,1.2064722575296363,0.0471603949451831,0.19886793264905944,1.2837946223762586,0.5269392910753654,0.13031800176599384,1.0872025382187482,1.0181488025554186,0.087650684812543,1.2800132888111184,1.4459824366531475,0.033253009604406636,1.3885918800224049,0.059784252827673905,0.2577213736763584,1.3495584918387218,0.9009301136362188,-0.10244352689162156,1.326570307596361,0.9010729058906912,-0.13790532643472145,1.0961160767865683,0.1170793732809065,0.36146240149052544,1.0143164878482984,1.206324472217905,0.4224559511306685,1.1067453082943175,0.8653344207109851,0.48574273484581704,1.0595579683405536,0.07916335107464799,0.3043236392919962,1.1753004892124124,0.5473283450167066,0.40155351966893343,1.038433312697737,1.0225547460836064,0.18932130778697592,1.1634582249321863,1.4840017570983073,0.30172452340488015,1.2199237589735232,0.06196923808504306,0.41177038914281133,1.0908586875281443,0.9572560970047894,0.46854498696511243,1.0552279237231152,0.9597518570058702,0.4921169558219999,1.247988127870355,1.4206239037397588,0.19128804113316564
0.0899192,1.150613401491736,1.4862387972483406,0.13604405737374758,1.2686018430941763,0.091503982155921,0.1868020518292483,1.2776644484086108,0.9825075614855177,0.11980229640575688,1.245093829656973,1.1407456194870869,-0.10705225245276248,1.3802424283277028,0.8121917876223892,-0.10767554422732174,1.206353145026768,0.04734953071871736,0.19885412091870955,1.2830878291250118,0.5270243903829837,0.12964132436809175,1.0872787969522641,1.0188273390932325,0.08749334759362049,1.2798741175421757,1.4464757782107527,0.03376925531394111,1.3884716538208424,0.060093067478039205,0.2578199553560742,1.3515641200599446,0.9018516194665112,-0.102729441970599,1.328728691180115,0.9020297735410887,-0.13829277793732891,1.0960873255600179,0.11864933395594685,0.36051069987375645,1.015701069326064,1.2059031590418146,0.42303100085171885,1.106232958969601,0.8645528286150262,0.48682592455689294,1.0593360841316155,0.08157525704548992,0.3030487038949939,1.1771799043490492,0.5481767914030734,0.4031899610228501,1.038126842162067,1.0228360542924804,0.18902844417989467,1.1636281879599073,1.4840769949004018,0.3022308124625337,1.219276684259751,0.061639002048111007,0.410677447697091,1.0908611672033137,0.9565305524691137,0.4694898791914538,1.0553598457155458,0.959335813103016,0.49324150903970354,1.2482540061112957,1.4206761302383135,0.19164230339425842
