Timestep,C7,CLAV,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTIB,LTOE,LUPA,LWRA,LWRB,RANK,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RHEE,RKNE,RPSI,RSHO,RTHI,RTIB,RTOE,RUPA,RWRA,RWRB,STRN,T10,x39,x40,RASI
58,0.0252934,0.0186309,0.00587563,0.027329,0.0699607,0.0138151,0.114475,0.0169711,0.00747329,0.0119499,0.0145177,0.0146696,0.0102128,0.00411655,0.00689754,0.0110921,0.0166078,0.0167612,0.0128997,0.00545633,0.00973086,0.0537483,0.016775,0.0875239,0.0445958,0.00267292,0.0044619,0.00732539,0.0290678,0.0174862,0.00804529,0.0054836,0.0026995,0.00987734,0.00699488,0.00432528,0.0283944,0.0545183,0,0,0
59,0.025108,0.0186198,0.00577993,0.0275149,0.0689411,0.013741,0.113236,0.0167317,0.00739935,0.0122553,0.0144246,0.0145938,0.0101108,0.00395021,0.00679099,0.011179,0.0162758,0.0167416,0.0129164,0.00527026,0.00969678,0.0531607,0.0166412,0.0865953,0.0446869,0.00263813,0.00434835,0.00703187,0.0290744,0.0174925,0.00771001,0.00530319,0.00269497,0.00944284,0.0070677,0.00424313,0.0281709,0.0545441,0,0,0
60,0.0249346,0.0185673,0.00584269,0.0276803,0.0679178,0.0136827,0.111989,0.0165242,0.00730637,0.0126343,0.0143451,0.0143768,0.00999056,0.00374749,0.00681294,0.0112567,0.01594,0.016663,0.0129457,0.00512521,0.00951637,0.0525835,0.0165646,0.0856832,0.0452374,0.00260318,0.00425312,0.00679333,0.029039,0.0175022,0.00738473,0.00512807,0.00267442,0.00919759,0.00713016,0.00418006,0.0279765,0.0545615,0,0,0
61,0.0247978,0.0184859,0.00604589,0.027818,0.0668941,0.0136489,0.110726,0.0163192,0.00722641,0.0129331,0.0142597,0.0140682,0.00984302,0.00350004,0.00692871,0.0113383,0.0155796,0.0165572,0.0129786,0.00498332,0.00912013,0.0520447,0.0165015,0.0847787,0.0462344,0.00252032,0.0042252,0.00655388,0.0289456,0.0174802,0.00705766,0.00485206,0.00265726,0.00916725,0.00719238,0.00412493,0.027902,0.0545649,0,0,0
62,0.0246787,0.0183521,0.00638896,0.0279141,0.065894,0.0136196,0.109454,0.0161278,0.00713685,0.0131684,0.014165,0.0140286,0.00965625,0.0032353,0.00688739,0.0114159,0.0152836,0.0164122,0.0130087,0.00479804,0.00888029,0.0515262,0.0164616,0.0838745,0.0476546,0.00240207,0.00422931,0.00632476,0.0288535,0.0174256,0.00675558,0.00457397,0.00263474,0.00911606,0.00724324,0.00407571,0.0276908,0.0545669,0,0,0
63,0.0245654,0.0182173,0.00655908,0.0280172,0.064923,0.0136094,0.108205,0.0159505,0.00702866,0.0133427,0.0140119,0.014241,0.00944079,0.00295357,0.00679121,0.0114899,0.0150098,0.0163787,0.0130331,0.00463004,0.0087814,0.0510457,0.0164271,0.0829927,0.0495618,0.00225881,0.00422141,0.00613218,0.0287711,0.017377,0.00651615,0.00434097,0.00261465,0.00900657,0.00724908,0.00405887,0.027464,0.0545798,0,0,0
64,0.0244283,0.0180679,0.00660234,0.028107,0.0639746,0.0136273,0.106947,0.0158274,0.00693496,0.0134736,0.013827,0.0145675,0.00923545,0.00271639,0.00664459,0.0115659,0.0147107,0.0164277,0.0130413,0.00450806,0.0087268,0.0505339,0.0164149,0.0821028,0.0518676,0.00210967,0.00423946,0.00600427,0.0286832,0.0173169,0.00638764,0.00424034,0.00259048,0.00889217,0.00718787,0.00410664,0.0273211,0.0546174,0,0,0
65,0.0243039,0.0178965,0.00666053,0.028184,0.063065,0.0135984,0.105707,0.0157627,0.00686053,0.0136921,0.0136332,0.014313,0.00904617,0.0024937,0.00642516,0.0116361,0.0144117,0.01649,0.0130099,0.00442926,0.00863886,0.0500199,0.0164065,0.0812278,0.053946,0.0019095,0.00427126,0.00593027,0.0286052,0.0172352,0.0063727,0.00426646,0.00256813,0.00877396,0.00710393,0.00421406,0.0270754,0.0546325,0,0,0
66,0.0242031,0.0176741,0.00676338,0.0282284,0.0621745,0.013544,0.104493,0.0157274,0.00681833,0.0139343,0.0134375,0.0139404,0.00887443,0.00230368,0.00614592,0.0116889,0.0141139,0.01653,0.0129705,0.00440097,0.00854272,0.0494955,0.0163057,0.080363,0.0548534,0.00174962,0.00426684,0.00589839,0.02851,0.0170845,0.0064529,0.0042753,0.00255672,0.0085993,0.00710755,0.00429982,0.0269279,0.0546466,0,0,0
67,0.0240779,0.0174145,0.00688499,0.0283093,0.0612879,0.0135409,0.103322,0.0157079,0.0067536,0.0141545,0.0132361,0.0137242,0.00874297,0.00215821,0.00610022,0.0117343,0.0138138,0.0165579,0.0129473,0.00442608,0.00843803,0.04896,0.0161292,0.0794988,0.0548066,0.00173976,0.00420788,0.00591319,0.0284066,0.0168893,0.00661917,0.00434061,0.0025435,0.00837382,0.00720778,0.00431527,0.0266045,0.0546756,0,0,0
68,0.0239194,0.0171329,0.00701583,0.0284356,0.0604448,0.013562,0.102202,0.0156858,0.00669047,0.0143543,0.0130808,0.0136717,0.00864907,0.00205027,0.00625322,0.0117795,0.0135469,0.0165785,0.0129342,0.00447183,0.0083463,0.0483815,0.0159431,0.0786243,0.0543845,0.00184278,0.00410775,0.00594751,0.0283175,0.0167692,0.00682212,0.00433792,0.00254262,0.00809652,0.00723831,0.00430222,0.0260964,0.0546781,0,0,0
69,0.0237527,0.0168642,0.0071632,0.028613,0.0596522,0.0135907,0.10111,0.0156733,0.0066378,0.014541,0.0129849,0.0137467,0.00859571,0.00198433,0.00624815,0.0118231,0.0132774,0.0165961,0.012893,0.00450648,0.00828141,0.0477339,0.0157347,0.0777519,0.0537599,0.00201293,0.00399314,0.00599714,0.0282501,0.0166397,0.00704407,0.00423527,0.00255661,0.00777252,0.00724708,0.00428644,0.025621,0.0546717,0,0,0
70,0.023594,0.016592,0.00732838,0.0288131,0.058899,0.0136371,0.0999861,0.0156853,0.00659515,0.0147172,0.01294,0.0140516,0.00853533,0.00198821,0.00608925,0.0118798,0.012967,0.0166431,0.0128639,0.00453885,0.00821791,0.0471205,0.015441,0.0768779,0.0530775,0.00220699,0.00388652,0.00603655,0.0282165,0.0164882,0.00724115,0.0041281,0.00257775,0.00739501,0.00733558,0.00425005,0.0250904,0.0546822,0,0,0
71,0.0234612,0.0163671,0.00747848,0.0290283,0.0581758,0.0137196,0.0989373,0.0157166,0.00653868,0.0148851,0.0128867,0.0139345,0.0084828,0.00197276,0.00605621,0.0119362,0.0126607,0.0167005,0.0128504,0.00460486,0.00817638,0.0465472,0.0151463,0.0759672,0.0525483,0.00241187,0.00379471,0.00604135,0.0282201,0.0163272,0.00742971,0.00404797,0.00262261,0.00693276,0.00752539,0.00421553,0.0244992,0.0546825,0,0,0
72,0.0233844,0.0161773,0.00759916,0.029137,0.0575099,0.0138177,0.0978484,0.0157511,0.00646652,0.0150391,0.0128295,0.0134237,0.00844962,0.00191657,0.00612848,0.012001,0.0123815,0.0167362,0.0128447,0.00469316,0.00815209,0.0460004,0.0148123,0.0750353,0.0522465,0.00261803,0.00371778,0.00601497,0.0282502,0.0161779,0.00764936,0.00398123,0.00269744,0.00640258,0.0077509,0.00420196,0.0238665,0.0546872,0,0,0
73,0.0233253,0.0160079,0.00768963,0.0291816,0.0568544,0.0139302,0.0967569,0.0157865,0.00636812,0.0151919,0.0127454,0.0132001,0.00842804,0.00180903,0.00619455,0.0120836,0.0120869,0.0167499,0.0128453,0.0047681,0.00813701,0.0454093,0.0144938,0.0740948,0.0521624,0.0028002,0.00362562,0.00595582,0.0282746,0.0160161,0.00793272,0.00391235,0.00280224,0.00609429,0.00787228,0.00417997,0.02329,0.0546793,0,0,0
74,0.0232451,0.0158384,0.00775459,0.0291813,0.0562213,0.0140907,0.0956693,0.0158336,0.00623088,0.0153234,0.0126524,0.0131286,0.00841982,0.00168604,0.00631708,0.0121651,0.0117822,0.0167634,0.0128655,0.00484559,0.00815391,0.044793,0.0141911,0.0731499,0.0522313,0.00299892,0.00356847,0.00585211,0.0283495,0.0158293,0.00828958,0.00383216,0.00293316,0.00587394,0.00793749,0.00416084,0.0228216,0.0546769,0,0,0
75,0.0231372,0.0156743,0.0077956,0.0291662,0.055607,0.014258,0.0945812,0.0158961,0.00607715,0.0154261,0.0125795,0.0131013,0.00844389,0.00160236,0.00629412,0.0122388,0.0114658,0.0167709,0.0129007,0.00489864,0.00816118,0.0441735,0.0139062,0.072182,0.0524055,0.00321348,0.00355187,0.00574921,0.0284366,0.0157339,0.00870589,0.00385658,0.003057,0.0056988,0.00799701,0.00412765,0.0224347,0.0546784,0,0,0
76,0.0230075,0.015517,0.00783537,0.0291492,0.0550076,0.014405,0.0935818,0.0159497,0.0059204,0.0155173,0.0125187,0.0130486,0.00850055,0.00158257,0.00612247,0.0123033,0.0111429,0.0167711,0.0129316,0.00492148,0.00816064,0.0435325,0.0136846,0.0712032,0.0526645,0.00338438,0.00355475,0.00564103,0.0284852,0.0157184,0.00908547,0.00389416,0.00310335,0.00558774,0.00806193,0.00408567,0.0220689,0.0546474,0,0,0
77,0.0228694,0.0153334,0.00786123,0.0291386,0.0544483,0.0145433,0.092592,0.0159959,0.0057902,0.0155963,0.0124667,0.0128272,0.00856917,0.00161876,0.00602543,0.012367,0.0108143,0.0167694,0.0129351,0.00487916,0.00817484,0.0428117,0.0134969,0.0702034,0.0529506,0.00353248,0.00357922,0.00551616,0.0284848,0.0156872,0.00948141,0.00390299,0.00311597,0.00553461,0.00810504,0.00405537,0.0217154,0.0546231,0,0,0
78,0.0226866,0.0151251,0.00787677,0.0291303,0.0538548,0.0146754,0.0915673,0.0160056,0.00567831,0.0156516,0.012391,0.0124813,0.00861657,0.00168229,0.00605632,0.0124267,0.0104442,0.0168095,0.0129274,0.00484857,0.00819519,0.0420475,0.0133286,0.0691651,0.0531717,0.00366562,0.00358983,0.0053657,0.0284517,0.0156612,0.00991267,0.00388899,0.0033173,0.00554936,0.00812552,0.00403715,0.021437,0.0546088,0,0,0
79,0.0224978,0.014938,0.00790756,0.0290823,0.0531707,0.0147384,0.0904855,0.0159941,0.00565611,0.0156937,0.0122769,0.0124917,0.00861838,0.00182715,0.00621535,0.0124649,0.0100505,0.016832,0.012883,0.00490802,0.00824412,0.0412574,0.0131512,0.0680452,0.0532361,0.00379111,0.00355872,0.00520689,0.028398,0.0156852,0.0102898,0.00385138,0.00335846,0.00562906,0.00816509,0.00394201,0.0212476,0.0545762,0,0,0
80,0.0223294,0.0147953,0.00797336,0.0290281,0.0523713,0.0146907,0.0893434,0.0159777,0.00574961,0.0157526,0.0121187,0.0123966,0.00853269,0.00208745,0.00629493,0.0124902,0.00960692,0.0168277,0.0127644,0.00508261,0.00831649,0.0403896,0.012902,0.0668618,0.0530931,0.0039721,0.00345077,0.00506491,0.0283036,0.0157773,0.010711,0.00387267,0.00313653,0.00567327,0.00838619,0.00375931,0.0211097,0.0544695,0,0,0
81,0.0221104,0.0146675,0.00808541,0.0290455,0.0515537,0.0145526,0.0881297,0.0158976,0.00597118,0.0158263,0.011919,0.0121523,0.00833992,0.00246945,0.00634878,0.0125186,0.0091021,0.0169288,0.012545,0.0054205,0.0084614,0.0394288,0.0125885,0.0655969,0.0527053,0.0042583,0.00328454,0.0049184,0.0281455,0.0159637,0.0112592,0.00403302,0.00289501,0.00577211,0.00886264,0.00348769,0.0209073,0.0542462,0,0,0
82,0.0218195,0.0145657,0.00823076,0.0290728,0.0506824,0.0142876,0.0868402,0.0157617,0.00634275,0.0159492,0.0116947,0.0118646,0.00803759,0.00298724,0.00649557,0.0125587,0.00854432,0.0171031,0.0122435,0.00592077,0.00869905,0.0383807,0.0121209,0.0642408,0.0519991,0.00461782,0.00308062,0.00474989,0.0279131,0.0162475,0.0119661,0.00439204,0.00259311,0.00604837,0.00934849,0.00312919,0.0206106,0.0539153,0,0,0
83,0.021476,0.0145125,0.00839037,0.0290888,0.0497377,0.0138483,0.0854719,0.0155414,0.00687158,0.016152,0.0114613,0.011592,0.00763287,0.0035274,0.00669969,0.0126136,0.00796277,0.0174322,0.0118532,0.00658687,0.00908918,0.0372604,0.0115051,0.0628017,0.0509621,0.00517253,0.00283055,0.00473772,0.0276214,0.0166603,0.0128474,0.00501901,0.0021487,0.00661032,0.00986523,0.0027422,0.0202068,0.0534827,0,0,0
84,0.0210976,0.01455,0.00849289,0.0291818,0.048536,0.0132399,0.084009,0.0152326,0.00759732,0.0165094,0.0112352,0.0113881,0.00716927,0.00422894,0.00681419,0.0126969,0.00738889,0.0178502,0.0113715,0.00741562,0.00969634,0.0360304,0.0107268,0.0612715,0.049621,0.00591256,0.00257954,0.00500267,0.0272858,0.0173097,0.0138854,0.00590687,0.0015613,0.00714234,0.0105357,0.00241374,0.0197304,0.0529611,0,0,0
85,0.020667,0.0147316,0.00856541,0.0293549,0.0472327,0.0124618,0.0824416,0.0148467,0.00854603,0.0169026,0.0110141,0.0112917,0.00666592,0.00515455,0.00728532,0.0128025,0.00686102,0.0183756,0.010825,0.00842337,0.0104968,0.0347299,0.00987267,0.0596889,0.0479883,0.00683235,0.00251877,0.00554924,0.026917,0.0180806,0.0150728,0.00683481,0.000907835,0.00772511,0.0113774,0.00243268,0.0192247,0.0523756,0,0,0
86,0.0202391,0.015074,0.0090331,0.0295711,0.0458037,0.0115562,0.0807988,0.0143896,0.00959976,0.0173695,0.0108847,0.0113152,0.00616362,0.0062263,0.00789405,0.0129874,0.00648069,0.0190014,0.0102753,0.00957198,0.0114689,0.0333718,0.00899467,0.0580857,0.0461099,0.0079522,0.00286277,0.00635657,0.0264977,0.0189242,0.0163826,0.00799923,0.000801489,0.00850736,0.0123349,0.00303462,0.0187957,0.0517534,0,0,0
87,0.0199036,0.0155488,0.00974548,0.0297886,0.0443719,0.0106123,0.0791032,0.0138696,0.0107161,0.0179134,0.0109102,0.011476,0.00576081,0.00726884,0.00857402,0.0134066,0.00637052,0.0196827,0.00975162,0.0107878,0.0125713,0.0320605,0.00818615,0.0564606,0.0440596,0.00921474,0.0036006,0.00727618,0.0260271,0.0198455,0.0178021,0.00918266,0.00162325,0.00932736,0.0133434,0.00405503,0.0185765,0.0511362,0,0,0
88,0.0197234,0.0161007,0.0105007,0.0299734,0.0429985,0.0097708,0.0773401,0.013344,0.0118088,0.0184268,0.0110884,0.0118014,0.00554555,0.00851816,0.0094316,0.0139016,0.00653466,0.0203771,0.00930112,0.011967,0.0136956,0.0308451,0.00753999,0.0548551,0.0419033,0.0104275,0.00452383,0.00822309,0.0256442,0.020816,0.0192777,0.0104205,0.00262387,0.0101477,0.0143479,0.00521451,0.0185517,0.0505956,0,0,0
89,0.0197169,0.0166192,0.0111431,0.0300874,0.0416858,0.00920573,0.0756198,0.0128783,0.012846,0.0187586,0.0113534,0.012238,0.00552933,0.00957941,0.0102879,0.0143582,0.00689973,0.0210108,0.00893464,0.0129357,0.0146968,0.0297643,0.00715311,0.0533418,0.0396751,0.0114386,0.00535637,0.00903577,0.0254579,0.0216675,0.0206184,0.0113703,0.00349598,0.0106871,0.0151422,0.00630317,0.0186577,0.050191,0,0,0
90,0.0198399,0.0169451,0.0114665,0.0300137,0.0407455,0.00897877,0.0741557,0.0124778,0.0135827,0.0189289,0.0115692,0.0125266,0.00562348,0.0102502,0.0107127,0.0146524,0.00726044,0.0213966,0.00864866,0.0134573,0.0153504,0.0289265,0.00705351,0.0519568,0.0374619,0.0120243,0.00579349,0.00950842,0.0254285,0.0222592,0.0215906,0.0120079,0.00396863,0.0108346,0.0155024,0.00704121,0.0187816,0.0499567,0,0,0
91,0.0200767,0.0168222,0.0112013,0.029643,0.0403558,0.0092196,0.0729657,0.0122152,0.0131821,0.0187426,0.011514,0.012437,0.00572848,0.0107603,0.0104742,0.0146209,0.00735441,0.0212567,0.0084388,0.0134137,0.01536,0.0283736,0.00725453,0.0507472,0.035579,0.0119141,0.00562648,0.00931321,0.0256335,0.0222649,0.0219294,0.011898,0.00378507,0.0103115,0.0151356,0.00709589,0.0186884,0.0499807,0,0,0
92,0.0202975,0.0166632,0.0109358,0.029269,0.0399805,0.00948967,0.0717184,0.0119849,0.0127856,0.0186603,0.0114576,0.0123868,0.00588482,0.0114347,0.0104118,0.014579,0.00743902,0.0211002,0.00824366,0.0134421,0.0153357,0.0278138,0.00748729,0.0495338,0.0338557,0.0117785,0.00550327,0.00917715,0.0258278,0.0221945,0.0222424,0.0119455,0.00381479,0.00975844,0.0147154,0.00715425,0.0185881,0.049996,0,0,0
93,0.0205027,0.0164661,0.0107002,0.0288327,0.0395381,0.00980811,0.0704365,0.0117877,0.012535,0.0186775,0.0114227,0.0123146,0.00606548,0.0119608,0.0103685,0.0145047,0.00751481,0.0209383,0.00807417,0.0135194,0.0152748,0.0272758,0.00773964,0.048332,0.0321965,0.0115959,0.00534708,0.00912769,0.0259741,0.0220403,0.0225567,0.0119812,0.00373332,0.00921014,0.0142466,0.00724125,0.0184547,0.050021,0,0,0
94,0.0206541,0.0162678,0.0105053,0.0283224,0.039014,0.0101175,0.0691125,0.0116306,0.0123822,0.0185086,0.0114098,0.012149,0.00626499,0.0125691,0.0103077,0.0144021,0.00761218,0.020725,0.00794365,0.0136674,0.0151862,0.0267454,0.0080033,0.0471208,0.0306191,0.01136,0.00525406,0.00914511,0.0261697,0.0219213,0.0229277,0.0119462,0.00347382,0.00866654,0.0137577,0.00737789,0.0183146,0.0500677,0,0,0
95,0.0207991,0.0160693,0.0102449,0.0278469,0.0384565,0.0104098,0.0677849,0.0115207,0.0122422,0.0182096,0.0114084,0.0119667,0.00647874,0.0132025,0.0103095,0.0142484,0.00773432,0.0204443,0.00784659,0.0136974,0.0150762,0.0262568,0.0082562,0.0459108,0.0291524,0.0110931,0.00523319,0.00925437,0.026386,0.0217749,0.0232805,0.0118402,0.00343519,0.00817734,0.0132468,0.00753104,0.0181635,0.0501388,0,0,0
96,0.0209705,0.015876,0.00993958,0.0275795,0.0378852,0.0107107,0.0663951,0.0114398,0.0117046,0.017868,0.0114019,0.0118168,0.00670303,0.0137253,0.0102442,0.0139995,0.00787064,0.0200914,0.00778822,0.0136383,0.0149651,0.0257556,0.00851031,0.0447225,0.0277937,0.0108361,0.00514024,0.00930722,0.0265957,0.0216091,0.0236489,0.0116688,0.00364124,0.00773507,0.0127051,0.00771984,0.0180051,0.0502178,0,0,0
97,0.0211664,0.0156952,0.00968767,0.0272763,0.0373538,0.0110323,0.0649557,0.0113967,0.0112429,0.0175365,0.0113459,0.0116545,0.00693174,0.0142264,0.0102259,0.0136277,0.00801267,0.0198274,0.00775989,0.0135803,0.0148496,0.0252653,0.00872898,0.043537,0.0265171,0.0105738,0.00493374,0.00927454,0.0267972,0.021428,0.0240161,0.0114402,0.00371275,0.00732481,0.0122244,0.0079797,0.0178649,0.0502712,0,0,0
98,0.0213877,0.0155366,0.0094907,0.0268648,0.0369245,0.0113527,0.0634496,0.0113991,0.0110493,0.017209,0.0112455,0.0114622,0.00716174,0.0147732,0.0101457,0.0132412,0.00816921,0.0195507,0.00777767,0.0135163,0.0146986,0.0247684,0.00895698,0.0423419,0.0252593,0.0103172,0.00473352,0.00924697,0.0270127,0.0212526,0.0243273,0.0113762,0.00364501,0.00693753,0.0117177,0.00829183,0.0177371,0.0502881,0,0,0
99,0.0216058,0.0154074,0.00931476,0.0264265,0.0363827,0.0116567,0.061894,0.0114315,0.0109918,0.016867,0.01118,0.011306,0.00733968,0.0153561,0.0100507,0.012812,0.00831786,0.0192455,0.0078102,0.0134356,0.0145191,0.0242493,0.00918444,0.0411582,0.0239929,0.0100619,0.00462141,0.00926074,0.027226,0.0211268,0.0247157,0.0111546,0.00346863,0.00655634,0.0111975,0.00862548,0.0175973,0.0503153,0,0,0
100,0.0218154,0.0152719,0.00907222,0.0259902,0.035655,0.0119882,0.0602874,0.0114955,0.0107642,0.0165167,0.0111077,0.0112046,0.00745613,0.0159548,0.00985524,0.0123036,0.00846338,0.0189461,0.00785509,0.013321,0.0142974,0.0237439,0.0093988,0.0399514,0.0227373,0.00979201,0.00455657,0.00922062,0.0274012,0.0209718,0.0251818,0.0108974,0.0032714,0.00615454,0.0107499,0.00901773,0.0174571,0.0503605,0,0,0
101,0.0220346,0.0151066,0.00880015,0.0255869,0.0348027,0.0123593,0.0586343,0.0115943,0.0104246,0.0161693,0.0111874,0.0111202,0.00756729,0.0166798,0.00958082,0.01171,0.00860509,0.0186657,0.00792133,0.0131324,0.0140079,0.0231937,0.00960962,0.0387406,0.0215522,0.00952461,0.00446652,0.00914757,0.0275679,0.0208098,0.0256112,0.010797,0.00324706,0.00569717,0.0103835,0.00937857,0.0173123,0.0503812,0,0,0
102,0.0222725,0.0149423,0.00853397,0.0253621,0.0339055,0.0127254,0.0569302,0.0117192,0.00992897,0.0158212,0.0114714,0.0110131,0.00767637,0.0176191,0.00923631,0.0110856,0.008753,0.0183775,0.00801722,0.0128712,0.0136896,0.0226273,0.00980384,0.0375418,0.0206069,0.00923623,0.00438443,0.00905352,0.0277753,0.0206122,0.0260254,0.0106053,0.00333129,0.00517864,0.00973843,0.00940118,0.0171457,0.0503614,0,0,0
103,0.0224827,0.014815,0.00834753,0.0251895,0.0329565,0.0130797,0.055162,0.0118463,0.00929455,0.01545,0.011846,0.0109259,0.0077525,0.0188554,0.00883698,0.010498,0.00890979,0.0180983,0.00818669,0.0125411,0.0134332,0.0221363,0.00999668,0.0363563,0.0197983,0.00889564,0.00435583,0.00897282,0.0279746,0.0203595,0.0264113,0.0104477,0.00352158,0.0046169,0.00910606,0.00912364,0.016931,0.0503051,0,0,0
104,0.0226475,0.0146723,0.00823496,0.025009,0.0319142,0.0134143,0.0533057,0.0119656,0.00880376,0.0151009,0.0122929,0.0108768,0.00779021,0.020378,0.00839426,0.00999338,0.00908159,0.0178259,0.00843811,0.0121834,0.01327,0.0217036,0.0102234,0.0351628,0.019046,0.0084874,0.00433203,0.0089309,0.0282129,0.0201006,0.0268549,0.0101005,0.00384341,0.00400715,0.00845347,0.00880788,0.0166838,0.0502703,0,0,0
105,0.0228244,0.0145257,0.00808072,0.0248099,0.0307984,0.0137727,0.0513782,0.0120682,0.00838101,0.0147678,0.0129739,0.0108531,0.00779582,0.0221027,0.00786517,0.00964137,0.00921135,0.0175334,0.00872153,0.0118435,0.0131869,0.021296,0.0105191,0.034022,0.0184475,0.00801983,0.00432234,0.00891699,0.0285061,0.0198313,0.0273955,0.00976014,0.00427054,0.00337948,0.0080667,0.00845293,0.016406,0.0501864,0,0,0
106,0.0229831,0.0143871,0.0078686,0.0246191,0.0296193,0.0140927,0.0493888,0.0121518,0.00798611,0.0144688,0.0139747,0.0108307,0.00776215,0.0238917,0.00722843,0.00954835,0.00937026,0.0172531,0.00906943,0.0114996,0.0131146,0.0209354,0.0107506,0.0329466,0.0180361,0.00754731,0.00437888,0.00891775,0.0288309,0.019516,0.0279462,0.00957626,0.0048012,0.00283311,0.00763081,0.00803851,0.0161714,0.0500357,0,0,0
107,0.0230982,0.0142363,0.00766293,0.0244296,0.0283796,0.0143786,0.0473645,0.0122366,0.00757797,0.0142158,0.0150904,0.0107234,0.00767708,0.0256313,0.00675079,0.00976368,0.00952705,0.0169963,0.00923737,0.0111303,0.0130342,0.0206219,0.0110392,0.0318986,0.0178024,0.00695824,0.00436924,0.00891345,0.0291838,0.0191043,0.0285551,0.00953637,0.00544501,0.00241105,0.0071097,0.00754874,0.0159715,0.0498168,0,0,0
108,0.023198,0.0140361,0.0076102,0.0242238,0.0270853,0.0146234,0.0453302,0.0123462,0.00713562,0.0140421,0.016295,0.0105241,0.00754812,0.0272487,0.00638258,0.0102996,0.00971127,0.0167266,0.00942894,0.0107405,0.0128905,0.0203082,0.0114466,0.0308931,0.0177304,0.00624627,0.00443296,0.00891015,0.0295941,0.018592,0.0292602,0.00968606,0.00619037,0.00205488,0.00654725,0.0070219,0.0156604,0.0495493,0,0,0
109,0.0232197,0.0137954,0.0075696,0.0240317,0.0257998,0.0148547,0.0432867,0.0125084,0.00669643,0.0139581,0.0174482,0.0102387,0.00737471,0.0286761,0.00618694,0.0111228,0.00987414,0.0163933,0.00987733,0.010371,0.0126578,0.0200252,0.0119084,0.029895,0.0177921,0.00552546,0.0045519,0.00896774,0.0300334,0.0180531,0.0300068,0.00966013,0.0070362,0.00201238,0.00599677,0.00651044,0.0152753,0.0492526,0,0,0
110,0.0231633,0.0135278,0.00748313,0.0238367,0.0245222,0.0150891,0.0412616,0.0127667,0.0062494,0.0139652,0.0185142,0.00989997,0.00716557,0.029912,0.00590229,0.0121757,0.00994335,0.0159224,0.0105782,0.010024,0.0123534,0.019777,0.0123909,0.0288803,0.0179641,0.00471016,0.00470634,0.00908281,0.0305011,0.017498,0.0307438,0.00978086,0.00794702,0.0024124,0.00548952,0.00598262,0.0148132,0.0489443,0,0,0
111,0.0230385,0.0132115,0.0073466,0.0236353,0.0232376,0.0153462,0.0392347,0.0131166,0.00575471,0.0140596,0.0194559,0.00949883,0.0069038,0.0310667,0.00590697,0.0134012,0.00996486,0.0154674,0.0111191,0.00969907,0.0119699,0.0195702,0.012882,0.0281046,0.0181316,0.00400631,0.00490495,0.00922344,0.0309829,0.0169399,0.0314806,0.00990795,0.00891682,0.00310852,0.00498661,0.00552727,0.01435,0.0486923,0,0,0
